STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,LABOUR_FORCE_STATUS,Labour force status,WORK_PERIOD,Work period,HOURS_TYPE,Hours type,WORKER_STATUS,Worker status,WORK_TIME_ARNGMNT,Working time arrangement,AGGREGATION_OPERATION,Aggregation operation,HOUR_BANDS,Hour bands,JOB_COVERAGE,Job coverage,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1999,,36.3867306829399,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2001,,36.5277867301898,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2002,,36.3764468536743,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2003,,36.267386951298,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,F,Female,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2005,,36.4330385193279,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1985,,38.5187331183398,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1989,,37.7416130528,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1995,,36.3982684933473,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1996,,36.5042480222919,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2003,,34.8893043818027,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2004,,34.8859711766848,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2008,,34.7059334787389,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2020,,34.6525064150951,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1980,,37.7784302304848,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1981,,37.7236675126903,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1983,,37.4001791459921,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1988,,38.0830199565221,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1989,,38.1785071669732,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1991,,38.0000907614888,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1992,,38.0446441947565,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1994,,38.706856509086,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1995,,38.8335876016297,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1997,,38.9180386446673,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2001,,38.9701780602264,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2002,,38.8307810339594,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2003,,38.6919598116697,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2004,,38.7476179365171,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2005,,38.8444292588712,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2006,,38.9787821497815,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2007,,38.938720804257,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1983,,40.9967400046296,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1984,,40.9554070716649,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1985,,40.8604221919506,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1986,,40.7033526668948,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1989,,40.1675113090633,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1992,,39.6713573604306,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1993,,39.3937532354405,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1998,,39.4413775464248,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2002,,39.0773458042301,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2004,,38.8407330295867,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2020,,38.3368763458431,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1979,,40.5213533000554,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1980,,40.1902294756384,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1981,,40.1111469279865,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1983,,39.7778484622471,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1987,,40.3773780560762,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1989,,40.5612510860121,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1992,,40.252429430819,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1994,,41.1954027142779,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1995,,41.3890829462037,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,1997,,41.3683071977016,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2000,,41.4333317227161,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2001,,41.218320032245,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2004,,40.9656390772535,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2005,,41.0641943291839,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2006,,41.1635667767523,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2007,,41.1260443614431,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2009,,34.815,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2010,,34.804,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2011,,34.772,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2012,,34.853,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,_T,Total,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2013,,34.69,,A,Normal value,0,Units,1,One
