STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,LABOUR_FORCE_STATUS,Labour force status,WORK_PERIOD,Work period,HOURS_TYPE,Hours type,WORKER_STATUS,Worker status,WORK_TIME_ARNGMNT,Working time arrangement,AGGREGATION_OPERATION,Aggregation operation,HOUR_BANDS,Hour bands,JOB_COVERAGE,Job coverage,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2015,,38.712,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2016,,38.657,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2017,,38.493,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2018,,38.405,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2019,,38.343,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2021,,38.337,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2022,,38.215,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2023,,37.911,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2024,,37.813,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,DEU,Germany,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2025,,37.759,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2010,,40.401,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2011,,40.428,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2012,,40.595,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2013,,40.531,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2014,,40.741,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2015,,40.685,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2016,,40.644,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2017,,40.67,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2018,,40.718,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2019,,40.72,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2020,,40.531,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2021,,40.51,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2023,,40.339,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2024,,40.155,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_HW@DF_AVG_USL_WK_WKD(1.0),Average usual weekly hours worked on the main job,I,USA,United States,HW,Hours worked,H_WK_PS,Hours per week per person,M,Male,Y15T64,From 15 to 64 years,EMP,Employment,W,Weekly,USUAL,Usual,ICSE93_1,Employees,_T,Total,MEAN,Mean,_Z,Not applicable,MAIN,Main job,2025,,40.066,,A,Normal value,0,Units,1,One
